transcript_file,label,utterance_id,child_id,age_months,tokens,pos,speaker_code,speech_act
32668,1,14571169,19341,37.00075976919444,['xxx'],[''],CHI,YY
32668,1,14571170,19341,37.00075976919444,['what'],['pro:int'],CLI,RR
32668,1,14571171,19341,37.00075976919444,['xxx'],[''],CHI,YY
32668,1,14571172,19341,37.00075976919444,"['what', 'is', 'that']","['pro:int', 'cop', 'pro:dem']",CLI,QN
32668,1,14571173,19341,37.00075976919444,['microphone'],['n'],CHI,SA
32668,1,14571174,19341,37.00075976919444,"[""it's"", 'a', 'what']","['pro:per', 'det:art', 'pro:int']",CLI,QN
32668,1,14571175,19341,37.00075976919444,['microphone'],['n'],CHI,SA
32668,1,14571176,19341,37.00075976919444,['right'],['co'],CLI,AP
32668,1,14571177,19341,37.00075976919444,"['good', 'job']","['adj', 'n']",CLI,PM
32668,1,14571178,19341,37.00075976919444,['Bert'],['n:prop'],CHI,YY
32668,1,14571179,19341,37.00075976919444,"['who', 'is', 'that']","['pro:int', 'cop', 'pro:dem']",CLI,QN
32668,1,14571180,19341,37.00075976919444,['Bert'],['n:prop'],CHI,SA
32668,1,14571181,19341,37.00075976919444,['Bert'],['n:prop'],CLI,DW
32668,1,14571182,19341,37.00075976919444,"['how', 'about', 'big', 'bird']","['pro:int', 'adv', 'adj', 'n']",CLI,ST
32668,1,14571183,19341,37.00075976919444,['Big_Bird'],['n:prop'],CHI,YY
32668,1,14571184,19341,37.00075976919444,"['cookie', 'monster']","['n', 'n']",CHI,YY
32668,1,14571185,19341,37.00075976919444,['king'],['n'],CHI,YY
32668,1,14571186,19341,37.00075976919444,"[""who's"", 'that']","['pro:int', 'pro:dem']",CLI,QN
32668,1,14571187,19341,37.00075976919444,['Bert'],['n:prop'],CHI,YY
32668,1,14571188,19341,37.00075976919444,['Bert'],['n:prop'],CHI,YY
32668,1,14571189,19341,37.00075976919444,"['both', 'are', 'Bert']","['post', 'aux', 'n:prop']",CLI,RT
32668,1,14571190,19341,37.00075976919444,"['one', 'Bert']","['det:num', 'n:prop']",CHI,RT
32668,1,14571191,19341,37.00075976919444,['what'],['pro:int'],CLI,QN
32668,1,14571192,19341,37.00075976919444,"['one', 'Bert']","['det:num', 'n:prop']",CHI,SA
32668,1,14571193,19341,37.00075976919444,"[""one's"", 'Bert']","['adj', 'n:prop']",CLI,AP
32668,1,14571194,19341,37.00075976919444,"['one', 'Ernie']","['det:num', 'n:prop']",CHI,ST
32668,1,14571195,19341,37.00075976919444,['right'],['co'],CLI,AP
32668,1,14571196,19341,37.00075976919444,"['what', 'are', 'they', 'doing']","['pro:int', 'cop', 'pro:sub', 'part']",CLI,QN
32668,1,14571197,19341,37.00075976919444,"['that', 'Ernie', 'cop', 'car']","['pro:dem', 'n:prop', 'n', 'n']",CHI,SA
32668,1,14571198,19341,37.00075976919444,"[""it's"", 'a', 'what']","['pro:per', 'det:art', 'pro:int']",CLI,RR
32668,1,14571199,19341,37.00075976919444,"['cop', 'car']","['n', 'n']",CHI,ST
32668,1,14571200,19341,37.00075976919444,['oh'],['co'],CLI,MK
32668,1,14571201,19341,37.00075976919444,"['Ernie', 'cop', 'car']","['n:prop', 'n', 'n']",CHI,ST
32668,1,14571202,19341,37.00075976919444,"['oh', 'I', 'see', 'mhn']","['co', 'pro:sub', 'v', '']",CLI,MK
32668,1,14571203,19341,37.00075976919444,"['one', 'car', 'had', 'blue', 'xxx', 'wa', 'back']","['det:num', 'n', 'v', 'n', '', '', 'n']",CHI,ST
32668,1,14571204,19341,37.00075976919444,"['siren', 'on', 'top']","['n', 'prep', 'n']",CHI,ST
