transcript_file,label,utterance_id,child_id,age_months,tokens,pos,speaker_code,speech_act
35021,1,15443283,20750,25.526191502905604,"['want', 'this']","['v', 'det:dem']",SIB,RQ
35021,1,15443290,20750,25.526191502905604,['boom'],['co'],SIB,MK
35021,1,15443293,20750,25.526191502905604,"['what', 'shall', 'we', 'do', 'Janet']","['pro:int', 'mod', 'pro:sub', 'v', 'n:prop']",SIB,QN
35021,1,15443300,20750,25.526191502905604,"['what', 'shall', 'we', 'put', 'on', 'here']","['pro:int', 'mod', 'pro:sub', 'v', 'prep', 'n']",SIB,QN
35021,1,15443310,20750,25.526191502905604,"['here', 'are']","['adv', 'cop']",SIB,SA
35021,1,15443325,20750,25.526191502905604,"['on', 'there']","['prep', 'n']",SIB,RP
35021,1,15443333,20750,25.526191502905604,"['Janet', 'look']","['n:prop', 'v']",SIB,RP
35021,1,15443341,20750,25.526191502905604,"[""here's"", 'My', 'Little', 'Pony', 'Janet']","['pro:exist', 'n:prop', 'n:prop', 'n:prop', 'n:prop']",SIB,TX
35021,1,15443348,20750,25.526191502905604,['Janet'],['n:prop'],SIB,TX
35021,1,15443357,20750,25.526191502905604,['Janet'],['n:prop'],SIB,TX
35021,1,15443363,20750,25.526191502905604,"['what', 'about', 'building', 'something', 'a', 'house', 'Janet']","['pro:int', 'prep', 'n', 'pro:indef', 'det:art', 'n', 'n:prop']",SIB,TX
35021,1,15443369,20750,25.526191502905604,"['do', 'you', 'want', 'your', 'racing', 'car', 'Janet']","['mod', 'pro:per', 'v', 'det:poss', 'part', 'n', 'n:prop']",SIB,TX
35021,1,15443376,20750,25.526191502905604,"['racing', 'car']","['part', 'n']",SIB,ST
35021,1,15443379,20750,25.526191502905604,['xxx'],[''],CHI,YY
35021,1,15443382,20750,25.526191502905604,"['bike', 'yeh']","['n', 'co']",CHI,SI
35021,1,15443385,20750,25.526191502905604,"[""can't"", 'bite', 'it', 'Janet']","['mod', 'v', 'pro:per', 'n:prop']",SIB,SI
35021,1,15443388,20750,25.526191502905604,"['I', 'bite', 'it', 'I']","['pro:sub', 'v', 'pro:per', 'pro:sub']",CHI,SI
35021,1,15443391,20750,25.526191502905604,"['my', 'teeth', 'are', 'too', 'slippery', 'Janet']","['det:poss', 'n', 'cop', 'adv', 'adj', 'n:prop']",SIB,TX
35021,1,15443394,20750,25.526191502905604,"['I', 'bite', 'it']","['pro:sub', 'v', 'pro:per']",CHI,SI
35021,1,15443402,20750,25.526191502905604,['Janet'],['n:prop'],SIB,TX
35021,1,15443410,20750,25.526191502905604,"['bang', 'bang', 'Janet']","['', 'n', 'n:prop']",SIB,TX
35021,1,15443420,20750,25.526191502905604,"['bang', 'bang', 'bang', 'bang', 'bang', 'bang', 'bang', 'bang']","['', '', '', '', '', '', '', 'n']",SIB,TX
35021,1,15443426,20750,25.526191502905604,"['that', 'my', 'place', 'Jeff']","['comp', 'det:poss', 'n', 'n:prop']",CHI,TX
35021,1,15443437,20750,25.526191502905604,"[""you'll"", 'hurt', 'yourself']","['pro:per', 'part', 'pro:refl']",SIB,ST
35021,1,15443449,20750,25.526191502905604,"['sit', 'down']","['v', 'adv']",CHI,RP
35021,1,15443455,20750,25.526191502905604,"['right', 'we', 'will', 'oh']","['adv', 'pro:sub', 'mod', 'co']",SIB,AD
35021,1,15443471,20750,25.526191502905604,['oh'],['co'],SIB,MK
35021,1,15443490,20750,25.526191502905604,"['um', 'um']","['', '']",SIB,MK
35021,1,15443496,20750,25.526191502905604,['yeh'],['co'],CHI,YY
35021,1,15443501,20750,25.526191502905604,['Janet'],['n:prop'],SIB,YY
35021,1,15443504,20750,25.526191502905604,['yes'],['co'],CHI,YY
35021,1,15443509,20750,25.526191502905604,"['do', 'you', 'wanna', 'look', 'at', 'this', 'book']","['mod', 'pro:per', 'v', 'co', 'prep', 'det:dem', 'n']",SIB,RQ
35021,1,15443514,20750,25.526191502905604,"[""who's"", 'that', ""who's"", 'that', 'Daddy']","['', '', 'pro:int', 'comp', 'n:prop']",CHI,QN
35021,1,15443520,20750,25.526191502905604,"[""who's"", 'that']","['pro:int', 'pro:dem']",CHI,QN
35021,1,15443525,20750,25.526191502905604,"['xxx', 'xxx', 'eh']","['', '', '']",CHI,DS
35021,1,15443532,20750,25.526191502905604,"['Grandma', 'boy', 'too', 'Grandma', 'got', 'boy', 'too']","['', '', '', 'n:prop', 'v', 'n', 'adv']",CHI,DS
35021,1,15443540,20750,25.526191502905604,"['yeh', 'Grandma', 'has', 'got', 'boy', 'too', 'Janet']","['co', 'n:prop', 'aux', 'part', 'n', 'adv', 'n:prop']",SIB,DS
35021,1,15443548,20750,25.526191502905604,"['yeah', 'Grandma', 'said', 'it']","['co', 'n:prop', 'v', 'pro:per']",CHI,AA
35021,1,15443553,20750,25.526191502905604,"['Grandma', 'got', 'boy', 'too']","['n:prop', 'v', 'n', 'adv']",CHI,ST
35021,1,15443558,20750,25.526191502905604,"['Jan', 'Janet']","['n:prop', 'n:prop']",SIB,CL
35021,1,15443572,20750,25.526191502905604,['Jan'],['n:prop'],SIB,CL
35021,1,15443596,20750,25.526191502905604,"[""what's"", 'that', 'noise', 'Janet']","['pro:int', 'pro:dem', 'n', 'n:prop']",SIB,QN
35021,1,15443603,20750,25.526191502905604,['bombombom'],['sing'],SIB,YA
35021,1,15443607,20750,25.526191502905604,['bombombom'],['sing'],CHI,AA
