transcript_file,label,utterance_id,child_id,age_months,tokens,pos,speaker_code,speech_act
35069,0,15451975,20800,48.29667960327728,"['right', 'do you', 'wanna', 'look', 'at', 'the', 'picture']","['adv', 'mod pro:per', 'v', 'co', 'prep', 'det:art', 'n']",MOT,RQ
35069,0,15451978,20800,48.29667960327728,"['you', 'gonna', 'make', 'it', 'like', 'that']","['pro:per', 'part', 'v', 'pro:per', 'prep', 'pro:dem']",MOT,RP
35069,0,15451981,20800,48.29667960327728,['yeah'],['co'],CHI,AD
35069,0,15451983,20800,48.29667960327728,"['you', 'gonna', 'make', 'it', 'like', 'that', 'picture', 'uhn', 'yeah']","['pro:per', 'part', 'v', 'pro:per', 'prep', 'det:dem', 'n', '', 'co']",MOT,RP
35069,0,15451985,20800,48.29667960327728,"['alright', ""let's"", 'put']","['co', 'v', 'part']",MOT,AD
35069,0,15451988,20800,48.29667960327728,"['aw', ""what's"", 'that']","['', 'pro:int', 'pro:dem']",MOT,QN
35069,0,15451991,20800,48.29667960327728,"['where', 'does', 'that', 'go']","['pro:int', 'mod', 'adv', 'v']",MOT,QN
35069,0,15451992,20800,48.29667960327728,"['on', 'the', 'clock']","['prep', 'det:art', 'n']",CHI,SA
35069,0,15451995,20800,48.29667960327728,['clock'],['n'],MOT,CT
35069,0,15451996,20800,48.29667960327728,"['look', 'at', 'the', 'picture', 'and', 'see', 'where', 'it', 'goes']","['v', 'prep', 'det:art', 'n', 'coord', 'v', 'pro:int', 'pro:per', 'v']",MOT,RP
35069,0,15451999,20800,48.29667960327728,"['goes', 'in', 'there', 'put', 'it', 'in', 'there']","['v', 'prep', 'n', 'v', 'pro:per', 'prep', 'n']",MOT,RP
35069,0,15452002,20800,48.29667960327728,"['right', ""who's"", 'that']","['adv', 'pro:int', 'pro:dem']",MOT,QN
35069,0,15452004,20800,48.29667960327728,"['little', 'xxx']","['adj', '']",CHI,SA
35069,0,15452007,20800,48.29667960327728,"['want', 'xxx']","['v', '']",CHI,YY
35069,0,15452010,20800,48.29667960327728,"[""mummy's"", 'got', 'in', 'there']","['n', 'part', 'prep', 'n']",CHI,ST
35069,0,15452012,20800,48.29667960327728,"[""mummy's"", 'got', 'it', 'in', 'there']","['n', 'part', 'pro:per', 'prep', 'n']",MOT,AP
35069,0,15452015,20800,48.29667960327728,"['which', 'is', 'the', 'mummy', 'then']","['pro:rel', 'cop', 'det:art', 'n', 'adv:tem']",MOT,QN
35069,0,15452018,20800,48.29667960327728,['xxx'],[''],CHI,SA
35069,0,15452021,20800,48.29667960327728,"['which', 'is', 'the', 'mummy']","['pro:rel', 'cop', 'det:art', 'n']",MOT,AP
35069,0,15452025,20800,48.29667960327728,"['you', 'put', 'mummy', 'up', 'there', 'upstairs']","['pro:per', 'v', 'n', 'prep', 'n', 'adv']",MOT,ST
35069,0,15452029,20800,48.29667960327728,['yeah'],['co'],MOT,XA
35069,0,15452032,20800,48.29667960327728,['mummy'],['n'],CHI,YY
35069,0,15452035,20800,48.29667960327728,['mummy'],['n'],MOT,RT
35069,0,15452038,20800,48.29667960327728,"['some', 'more', 'toys']","['qn', 'qn', 'n']",MOT,RP
